===================
solver, cost, time, n_exp, n_gen, map_file, scen_file, agents_limit, conflict_bound, success 
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 25, 5, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, 305.21, 65, 110, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 25, 10, timeout
MetaAgCBSWithCBS, -, 308.39, 206, 393, more/maps/1/den005d.map, more/scenarios/1/den005d.map.scen, 25, 100, timeout
CBSSolver, 1231, 0.025, 1, 1, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 5, -, success
MetaAgCBSWithCBS, 1231, 0.016, 1, 1, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 5, 1, success
MetaAgCBSWithCBS, 1231, 0.019, 1, 1, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 5, 5, success
MetaAgCBSWithCBS, 1231, 0.018, 1, 1, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 5, 10, success
MetaAgCBSWithCBS, 1231, 0.018, 1, 1, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 5, 100, success
CBSSolver, 1733, 0.078, 4, 7, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 10, -, success
MetaAgCBSWithCBS, 1255, 0.183, 6, 10, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 10, 1, success
MetaAgCBSWithCBS, 1733, 0.104, 9, 17, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 10, 5, success
MetaAgCBSWithCBS, 1733, 0.095, 9, 17, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 10, 10, success
MetaAgCBSWithCBS, 1733, 0.093, 9, 17, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 10, 100, success
CBSSolver, 2677, 146.602, 1150, 2060, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 15, -, success
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 15, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 15, 5, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 15, 10, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, 2128, 11.323, 328, 654, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 15, 100, success
CBSSolver, -, 301.36, 2350, 4464, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 20, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 20, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 20, 5, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 20, 10, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 20, 100, Fail:object of type 'int' has no len()
CBSSolver, -, 300.57, 654, 1097, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 25, -, timeout
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 25, 1, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 25, 5, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, -, -, -, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 25, 10, Fail:object of type 'int' has no len()
MetaAgCBSWithCBS, -, 315.32, 587, 1169, more/maps/1/den011d.map, more/scenarios/1/den011d.map.scen, 25, 100, timeout
CBSSolver, 1651, 0.038, 2, 3, more/maps/1/den012d.map, more/scenarios/1/den012d.map.scen, 5, -, success
MetaAgCBSWithCBS, 1651, 0.035, 2, 3, more/maps/1/den012d.map, more/scenarios/1/den012d.map.scen, 5, 1, success
MetaAgCBSWithCBS, 1651, 0.041, 2, 3, more/maps/1/den012d.map, more/scenarios/1/den012d.map.scen, 5, 5, success
MetaAgCBSWithCBS, 1651, 0.036, 2, 3, more/maps/1/den012d.map, more/scenarios/1/den012d.map.scen, 5, 10, success
MetaAgCBSWithCBS, 1651, 0.035, 2, 3, more/maps/1/den012d.map, more/scenarios/1/den012d.map.scen, 5, 100, success
CBSSolver, 3141, 0.076, 2, 3, more/maps/1/den012d.map, more/scenarios/1/den012d.map.scen, 10, -, success
MetaAgCBSWithCBS, 3141, 0.064, 2, 3, more/maps/1/den012d.map, more/scenarios/1/den012d.map.scen, 10, 1, success
MetaAgCBSWithCBS, 3141, 0.130, 2, 3, more/maps/1/den012d.map, more/scenarios/1/den012d.map.scen, 10, 5, success
MetaAgCBSWithCBS, 3141, 0.066, 2, 3, more/maps/1/den012d.map, more/scenarios/1/den012d.map.scen, 10, 10, success
MetaAgCBSWithCBS, 3141, 0.064, 2, 3, more/maps/1/den012d.map, more/scenarios/1/den012d.map.scen, 10, 100, success
